datetime,open ,high,low,close
04-01-2024 14:35,48106.4,48143,48102.9,48135.05
04-01-2024 14:40,48135.3,48156.95,48130.45,48140.8
04-01-2024 14:45,48140.6,48150.45,48135.9,48148.4
04-01-2024 14:50,48148.2,48148.2,48123.25,48137.7
04-01-2024 14:55,48135.9,48151.15,48116.65,48128.7
04-01-2024 15:00,48133.55,48174.85,48133.55,48174.85
04-01-2024 15:05,48173.8,48198.3,48154.05,48156.25
04-01-2024 15:10,48154.15,48193.5,48139.8,48180.4
04-01-2024 15:15,48176.8,48228.85,48175.95,48224.3
04-01-2024 15:20,48224.75,48248.25,48212.3,48238.65
04-01-2024 15:25,48238.25,48281.2,48221.9,48245.8
