datetime,open,high,low,close
03-07-2023 09:15,44957.95,45034.6,44896.9,45005.2
03-07-2023 09:20,45010.4,45049.3,44994.4,45039.75
03-07-2023 09:25,45041.2,45054.55,45013.45,45045.9
03-07-2023 09:30,45043.3,45131.2,45029.1,45095.9
03-07-2023 09:35,45102.45,45158.6,45095.15,45140.75
03-07-2023 09:40,45136.9,45220.75,45132.85,45207.2
03-07-2023 09:45,45209,45249.55,45177,45247
03-07-2023 09:50,45250.5,45340.7,45228.3,45339.5
03-07-2023 09:55,45338.8,45352.35,45253,45302.6
03-07-2023 10:00,45301.2,45322.75,45263.15,45265.7
03-07-2023 10:05,45267.15,45301.25,45232.4,45262.2
03-07-2023 10:10,45264.2,45320,45244.55,45317.65
03-07-2023 10:15,45317.3,45328.65,45287.35,45299.55
03-07-2023 10:20,45299,45302.8,45244.45,45264.3
03-07-2023 10:25,45266.5,45291.35,45253.85,45279.25
03-07-2023 10:30,45276.8,45284.85,45182.65,45191.1
03-07-2023 10:35,45193.25,45202.55,45162.25,45192.65
03-07-2023 10:40,45193.75,45195.65,45141.2,45161.65
03-07-2023 10:45,45160.95,45198.75,45140.7,45158.95
03-07-2023 10:50,45160.4,45179.1,45122.8,45143.15
03-07-2023 10:55,45145.9,45176.45,45142,45173.4
03-07-2023 11:00,45174.7,45191.75,45158.5,45185.75
03-07-2023 11:05,45188.95,45190.15,45140.5,45143.75
03-07-2023 11:10,45145.3,45152.75,45088.4,45096.2
03-07-2023 11:15,45098.55,45108.55,45071.65,45093.4
03-07-2023 11:20,45092,45093.45,45041,45076.5
03-07-2023 11:25,45078.15,45121.55,45063.2,45118.85
03-07-2023 11:30,45120.65,45129.5,45095.85,45122.9
03-07-2023 11:35,45122.15,45158.55,45120.55,45120.65
03-07-2023 11:40,45120.65,45132.55,45098.3,45116.25
03-07-2023 11:45,45114.6,45129.45,45096.8,45119.9
03-07-2023 11:50,45119.2,45141.85,45118.6,45134.05
03-07-2023 11:55,45140,45162.4,45119.6,45160.75
03-07-2023 12:00,45160.05,45167.75,45142,45147.7
03-07-2023 12:05,45147.85,45184.3,45102.2,45110.5
03-07-2023 12:10,45116,45150.25,45115.2,45149.25
03-07-2023 12:15,45149.8,45167.6,45137,45144.5
03-07-2023 12:20,45143.8,45145.8,45101.15,45121.15
03-07-2023 12:25,45122.7,45135.35,45104.1,45122.55
03-07-2023 12:30,45127.85,45154.3,45097.3,45154.15
03-07-2023 12:35,45154.5,45172.5,45127.8,45171.2
03-07-2023 12:40,45172.6,45213.5,45167.85,45204.6
03-07-2023 12:45,45206.5,45208.75,45170,45202.25
03-07-2023 12:50,45202.35,45202.35,45149.85,45157.3
03-07-2023 12:55,45157.15,45197.4,45144.2,45197.1
03-07-2023 13:00,45197.35,45240.15,45193.3,45238.85
03-07-2023 13:05,45239.05,45240.2,45213.45,45213.45
03-07-2023 13:10,45216.95,45226.75,45195.3,45206
03-07-2023 13:15,45204.6,45246.2,45204.6,45238.7
03-07-2023 13:20,45238.05,45239.25,45198.65,45214.75
03-07-2023 13:25,45218.9,45233.6,45161.5,45167
03-07-2023 13:30,45167.45,45225.35,45165.6,45220.05
03-07-2023 13:35,45218.95,45249.6,45218.35,45244.25
03-07-2023 13:40,45248.55,45256.85,45229.8,45243.75
03-07-2023 13:45,45244.55,45246.5,45228.05,45237.15
03-07-2023 13:50,45235.4,45272.05,45231.9,45259.6
03-07-2023 13:55,45256.2,45259,45237.5,45250.35
03-07-2023 14:00,45251.1,45251.1,45195.8,45197.65
03-07-2023 14:05,45195.8,45211.8,45183.55,45194.65
03-07-2023 14:10,45194.5,45200.7,45138.65,45152.85
03-07-2023 14:15,45153.85,45196.3,45153.8,45168.2
03-07-2023 14:20,45167.15,45196.25,45161.25,45188.75
03-07-2023 14:25,45188.35,45198.6,45129.2,45180.3
03-07-2023 14:30,45179,45223.3,45170.4,45188.8
03-07-2023 14:35,45189.8,45217.5,45185.7,45198.25
03-07-2023 14:40,45196.35,45210.1,45161.7,45168.7
03-07-2023 14:45,45169,45180.25,45131.15,45131.15
03-07-2023 14:50,45134.55,45175.25,45101.1,45171.85
03-07-2023 14:55,45174,45187.45,45166.8,45180.85
03-07-2023 15:00,45182.9,45185.75,45107.05,45155.6
03-07-2023 15:05,45154.45,45169.05,45135.15,45146.25
03-07-2023 15:10,45145.25,45150,45116.95,45142.5
03-07-2023 15:15,45143.15,45165.1,45139.2,45163.85
03-07-2023 15:20,45163.65,45184.35,45151.65,45177.05
03-07-2023 15:25,45174.1,45190.9,45164.4,45176.35
04-07-2023 09:15,45310.55,45356.85,45241.65,45258.5
04-07-2023 09:20,45257,45286.95,45209.25,45229.4
04-07-2023 09:25,45229,45301.35,45214.4,45254.2
04-07-2023 09:30,45254.75,45271.9,45224.65,45251.45
04-07-2023 09:35,45251.05,45262.8,45186.85,45221.8
04-07-2023 09:40,45218.45,45232.7,45151.05,45151.05
04-07-2023 09:45,45144.55,45172.35,45133.2,45141.1
04-07-2023 09:50,45132.8,45151.25,45089.75,45089.75
04-07-2023 09:55,45088,45109.4,45024.75,45024.75
04-07-2023 10:00,45026.2,45070.05,45002.45,45068.1
04-07-2023 10:05,45071.05,45119.9,45060.5,45078.7
04-07-2023 10:10,45082.65,45113.3,45050.75,45113.05
04-07-2023 10:15,45114.2,45160.5,45082.05,45149.6
04-07-2023 10:20,45150.85,45200.95,45149.95,45191.45
04-07-2023 10:25,45189.95,45192.35,45166.1,45172.8
04-07-2023 10:30,45170.6,45179.05,45128.85,45130.5
04-07-2023 10:35,45134.55,45174.35,45115.1,45168.15
04-07-2023 10:40,45166.45,45214.9,45166.45,45210.15
04-07-2023 10:45,45208.05,45241.15,45202.75,45227.85
04-07-2023 10:50,45226.9,45234.2,45195.05,45207.8
04-07-2023 10:55,45208,45242.45,45204.35,45225
04-07-2023 11:00,45224,45253.55,45214.15,45243.4
04-07-2023 11:05,45244.7,45284.15,45240.85,45280.35
04-07-2023 11:10,45280.6,45304.15,45270.5,45283.55
04-07-2023 11:15,45281.55,45301.15,45277.5,45297.35
04-07-2023 11:20,45296.55,45306.15,45271.45,45295.95
04-07-2023 11:25,45296.65,45327.8,45282.7,45285.45
04-07-2023 11:30,45283.45,45299.95,45238.8,45244.15
04-07-2023 11:35,45239.7,45263.1,45234.1,45260.95
04-07-2023 11:40,45261.85,45294.55,45249.8,45284.65
04-07-2023 11:45,45291.3,45334.4,45284.5,45331.05
04-07-2023 11:50,45332.2,45335.3,45312.05,45320.5
04-07-2023 11:55,45321.05,45327.6,45295.05,45306.05
04-07-2023 12:00,45304.5,45349.25,45302.95,45343.55
04-07-2023 12:05,45343.6,45417.9,45335.65,45394.1
04-07-2023 12:10,45393.85,45435.65,45384.35,45423.1
04-07-2023 12:15,45415,45454.3,45411.1,45446.05
04-07-2023 12:20,45456.7,45468.25,45414.85,45425.05
04-07-2023 12:25,45423.1,45468.6,45415.95,45453.35
04-07-2023 12:30,45454,45482.9,45435.15,45462.3
04-07-2023 12:35,45463.2,45474.4,45452.65,45470.6
04-07-2023 12:40,45469.05,45482.4,45452.4,45470.6
04-07-2023 12:45,45468,45484.5,45414.95,45431.55
04-07-2023 12:50,45431.45,45458.8,45420.05,45445.45
04-07-2023 12:55,45444.65,45467.95,45444.65,45467.95
04-07-2023 13:00,45465.65,45471.65,45419.75,45426.15
04-07-2023 13:05,45425.05,45456.7,45413.85,45454
04-07-2023 13:10,45453,45473.55,45435.15,45450.1
04-07-2023 13:15,45456.3,45528.8,45443.35,45524.9
04-07-2023 13:20,45524.85,45580.7,45514.9,45580.7
04-07-2023 13:25,45580.55,45651.7,45560.3,45648.9
04-07-2023 13:30,45646.8,45655.5,45579.7,45580.75
04-07-2023 13:35,45573.75,45591.5,45550.95,45587.3
04-07-2023 13:40,45582.05,45613.2,45539.5,45547.3
04-07-2023 13:45,45547.25,45576.3,45496.55,45505.35
04-07-2023 13:50,45503.25,45532.35,45479.7,45514.35
04-07-2023 13:55,45509.8,45524.3,45480.1,45510.3
04-07-2023 14:00,45510.75,45524.3,45455.3,45455.3
04-07-2023 14:05,45455.6,45492.2,45380.7,45390.05
04-07-2023 14:10,45389.9,45411.55,45316.4,45316.4
04-07-2023 14:15,45311.25,45342.15,45272.6,45304.15
04-07-2023 14:20,45298.5,45346.2,45289.9,45334.65
04-07-2023 14:25,45323.05,45331.5,45223.8,45223.8
04-07-2023 14:30,45225.9,45290.4,45220.85,45290.4
04-07-2023 14:35,45290.15,45364,45246.5,45344.05
04-07-2023 14:40,45343.2,45392.4,45327.5,45356.3
04-07-2023 14:45,45359.25,45368,45297.6,45297.6
04-07-2023 14:50,45301.55,45364.9,45271.85,45331.65
04-07-2023 14:55,45333.4,45351.55,45307.15,45328.55
04-07-2023 15:00,45325.05,45351.4,45298.05,45349.6
04-07-2023 15:05,45344.6,45363.7,45303.3,45351
04-07-2023 15:10,45350.65,45356.45,45287.2,45300.35
04-07-2023 15:15,45299.75,45315.45,45240.4,45305
04-07-2023 15:20,45302.1,45302.8,45231.3,45252.95
04-07-2023 15:25,45253.3,45295.05,45253.3,45283.6
05-07-2023 09:15,45169.7,45269.05,45109.45,45212.55
05-07-2023 09:20,45203.85,45352.25,45198.55,45326.65
05-07-2023 09:25,45326.75,45356.4,45286.15,45324.15
05-07-2023 09:30,45325.55,45416.35,45319.05,45351.3
05-07-2023 09:35,45351.35,45364.4,45260.05,45263.15
05-07-2023 09:40,45263.65,45278.75,45194.9,45250.8
05-07-2023 09:45,45249.8,45249.8,45181.4,45184.7
05-07-2023 09:50,45183.25,45207.1,45166.15,45206.05
05-07-2023 09:55,45210.65,45261.3,45173,45199.45
