datetime,open,high,low,close
2023-11-06 09:15:00,19345.85,19345.85,19313.15,19331.65
2023-11-06 09:20:00,19331.65,19356.4,19331.65,19349.7
2023-11-06 09:25:00,19348.95,19349.6,19337.35,19341.2
2023-11-06 09:30:00,19341.65,19347.55,19335.15,19339.7
2023-11-06 09:35:00,19339.5,19343.6,19334.45,19340.15
2023-11-06 09:40:00,19339.55,19344.65,19336.65,19339.5
2023-11-06 09:45:00,19339.6,19342.5,19332.6,19332.7
2023-11-06 09:50:00,19332.1,19337.4,19324.4,19333.5
2023-11-06 09:55:00,19333.6,19349.05,19333.6,19347.65
2023-11-06 10:00:00,19347.8,19352.25,19344.05,19349.8
2023-11-06 10:05:00,19349.05,19352.45,19345.75,19352.4
2023-11-06 10:10:00,19351.55,19355.6,19347.4,19354.85
2023-11-06 10:15:00,19355.4,19367.2,19355.25,19367.2
2023-11-06 10:20:00,19366.6,19370.75,19360.6,19363.75
2023-11-06 10:25:00,19363.6,19364.5,19360.05,19363.35
2023-11-06 10:30:00,19363.05,19364.7,19353.35,19354.75
2023-11-06 10:35:00,19354.85,19355.65,19347.25,19347.45
2023-11-06 10:40:00,19348.05,19350.1,19343.2,19346.55
2023-11-06 10:45:00,19346.4,19347.45,19338.9,19340.25
2023-11-06 10:50:00,19339.9,19340.1,19328.55,19334.15
2023-11-06 10:55:00,19334.3,19342.75,19332.15,19341.85
2023-11-06 11:00:00,19342.1,19346.35,19324.45,19324.6
2023-11-06 11:05:00,19325.05,19325.05,19310.75,19324.4
2023-11-06 11:10:00,19324.0,19333.8,19321.85,19332.05
2023-11-06 11:15:00,19332.3,19338.2,19327.8,19337.7
2023-11-06 11:20:00,19337.8,19338.5,19332.55,19333.75
2023-11-06 11:25:00,19333.7,19340.0,19330.85,19339.7
2023-11-06 11:30:00,19340.0,19343.3,19338.05,19340.8
2023-11-06 11:35:00,19340.95,19344.15,19338.85,19341.95
2023-11-06 11:40:00,19341.6,19342.55,19335.75,19342.55
2023-11-06 11:45:00,19342.65,19347.55,19339.6,19347.55
2023-11-06 11:50:00,19347.75,19348.7,19341.7,19344.75
2023-11-06 11:55:00,19344.45,19349.0,19339.9,19340.8
2023-11-06 12:00:00,19340.25,19345.75,19339.5,19345.2
2023-11-06 12:05:00,19345.1,19348.5,19343.7,19345.65
2023-11-06 12:10:00,19344.75,19352.7,19341.4,19346.9
2023-11-06 12:15:00,19346.6,19349.2,19339.95,19342.95
2023-11-06 12:20:00,19343.05,19350.35,19340.45,19344.2
2023-11-06 12:25:00,19343.85,19348.5,19342.15,19344.85
2023-11-06 12:30:00,19344.0,19354.85,19342.55,19354.75
2023-11-06 12:35:00,19354.0,19357.6,19351.2,19357.6
2023-11-06 12:40:00,19357.2,19357.7,19350.55,19355.05
2023-11-06 12:45:00,19354.3,19354.3,19347.9,19351.45
2023-11-06 12:50:00,19350.95,19360.15,19350.25,19357.3
2023-11-06 12:55:00,19356.95,19358.6,19351.65,19353.3
2023-11-06 13:00:00,19352.25,19355.6,19347.5,19353.9
2023-11-06 13:05:00,19353.25,19358.35,19346.5,19346.85
2023-11-06 13:10:00,19346.25,19358.1,19343.45,19355.8
2023-11-06 13:15:00,19354.95,19358.9,19350.6,19352.35
2023-11-06 13:20:00,19351.55,19356.1,19349.85,19355.85
2023-11-06 13:25:00,19355.4,19359.55,19353.15,19356.05
2023-11-06 13:30:00,19355.8,19362.45,19355.05,19362.45
2023-11-06 13:35:00,19361.9,19362.5,19355.95,19361.35
2023-11-06 13:40:00,19360.45,19362.95,19357.3,19362.95
2023-11-06 13:45:00,19362.25,19364.9,19357.0,19360.3
2023-11-06 13:50:00,19359.45,19361.7,19355.3,19358.65
2023-11-06 13:55:00,19357.9,19361.25,19355.0,19358.45
2023-11-06 14:00:00,19358.2,19362.05,19352.85,19361.5
2023-11-06 14:05:00,19359.7,19364.3,19358.85,19362.4
2023-11-06 14:10:00,19361.65,19374.1,19358.9,19374.0
2023-11-06 14:15:00,19373.7,19380.45,19370.85,19379.85
2023-11-06 14:20:00,19379.2,19385.15,19374.35,19379.95
2023-11-06 14:25:00,19379.55,19380.85,19372.95,19376.65
2023-11-06 14:30:00,19376.15,19386.15,19374.4,19386.15
2023-11-06 14:35:00,19385.5,19385.5,19375.35,19376.8
2023-11-06 14:40:00,19376.2,19382.2,19374.75,19380.1
2023-11-06 14:45:00,19379.2,19380.45,19371.5,19372.4
2023-11-06 14:50:00,19371.7,19384.3,19369.6,19382.95
2023-11-06 14:55:00,19382.5,19385.1,19379.15,19385.1
2023-11-06 15:00:00,19385.6,19412.7,19385.6,19407.85
2023-11-06 15:05:00,19407.8,19413.65,19407.55,19412.4
2023-11-06 15:10:00,19412.15,19416.65,19409.95,19416.5
2023-11-06 15:15:00,19416.85,19418.15,19412.95,19415.9
2023-11-06 15:20:00,19415.7,19416.7,19409.4,19416.7
2023-11-06 15:25:00,19416.7,19421.55,19406.75,19411.85
2023-11-07 09:15:00,19404.05,19407.15,19349.45,19364.7
2023-11-07 09:20:00,19365.65,19382.45,19364.4,19382.1
2023-11-07 09:25:00,19382.4,19384.1,19368.1,19370.25
2023-11-07 09:30:00,19370.7,19374.95,19364.9,19367.05
2023-11-07 09:35:00,19367.0,19370.9,19358.35,19360.6
2023-11-07 09:40:00,19360.35,19368.4,19358.6,19366.5
2023-11-07 09:45:00,19367.25,19370.0,19355.35,19363.6
2023-11-07 09:50:00,19362.75,19364.35,19357.6,19363.85
2023-11-07 09:55:00,19363.7,19374.65,19353.5,19358.05
2023-11-07 10:00:00,19358.2,19363.35,19350.05,19350.75
2023-11-07 10:05:00,19350.8,19358.25,19347.8,19357.6
2023-11-07 10:10:00,19356.35,19366.3,19355.6,19366.2
2023-11-07 10:15:00,19366.65,19369.55,19361.65,19369.55
2023-11-07 10:20:00,19368.75,19378.4,19363.55,19365.9
2023-11-07 10:25:00,19366.45,19374.2,19363.7,19370.65
2023-11-07 10:30:00,19371.45,19378.65,19369.7,19375.5
2023-11-07 10:35:00,19375.75,19386.7,19373.9,19385.3
2023-11-07 10:40:00,19385.2,19393.05,19384.05,19393.05
2023-11-07 10:45:00,19392.65,19396.4,19386.55,19391.4
2023-11-07 10:50:00,19391.6,19392.25,19381.45,19385.0
2023-11-07 10:55:00,19384.8,19386.25,19379.9,19381.05
2023-11-07 11:00:00,19380.1,19388.25,19380.1,19386.8
2023-11-07 11:05:00,19386.75,19394.5,19384.95,19393.95
2023-11-07 11:10:00,19394.75,19396.95,19389.65,19392.85
2023-11-07 11:15:00,19392.85,19398.0,19388.95,19396.5
2023-11-07 11:20:00,19396.4,19397.4,19388.5,19390.65
2023-11-07 11:25:00,19390.5,19392.15,19387.0,19389.85
2023-11-07 11:30:00,19390.25,19391.85,19385.3,19388.05
2023-11-07 11:35:00,19388.5,19396.3,19387.1,19390.15
2023-11-07 11:40:00,19390.15,19390.65,19353.9,19354.7
2023-11-07 11:45:00,19353.7,19355.55,19334.7,19336.95
2023-11-07 11:50:00,19336.65,19346.9,19330.75,19330.95
2023-11-07 11:55:00,19332.55,19346.1,19329.75,19344.9
2023-11-07 12:00:00,19345.95,19345.95,19335.05,19339.9
2023-11-07 12:05:00,19340.2,19352.1,19338.85,19350.45
2023-11-07 12:10:00,19350.7,19353.65,19343.95,19352.45
2023-11-07 12:15:00,19352.65,19359.25,19349.8,19359.15
2023-11-07 12:20:00,19359.65,19362.9,19350.4,19355.55
2023-11-07 12:25:00,19356.3,19357.35,19350.35,19353.4
2023-11-07 12:30:00,19353.95,19365.2,19348.5,19365.15
2023-11-07 12:35:00,19365.6,19368.6,19362.0,19365.7
2023-11-07 12:40:00,19366.1,19368.0,19361.55,19363.45
2023-11-07 12:45:00,19363.75,19373.0,19361.25,19371.85
2023-11-07 12:50:00,19370.25,19371.4,19362.35,19364.45
2023-11-07 12:55:00,19364.5,19369.6,19359.8,19366.85
2023-11-07 13:00:00,19366.25,19372.5,19364.95,19370.0
2023-11-07 13:05:00,19369.8,19371.7,19365.75,19367.5
2023-11-07 13:10:00,19367.15,19369.1,19359.4,19366.8
2023-11-07 13:15:00,19367.4,19367.8,19360.3,19362.15
2023-11-07 13:20:00,19362.5,19362.5,19353.65,19361.15
2023-11-07 13:25:00,19361.35,19365.9,19354.85,19355.35
2023-11-07 13:30:00,19355.25,19371.85,19353.45,19370.85
2023-11-07 13:35:00,19370.35,19375.8,19365.4,19368.9
2023-11-07 13:40:00,19369.6,19376.35,19368.05,19372.95
2023-11-07 13:45:00,19373.25,19377.35,19366.35,19373.55
2023-11-07 13:50:00,19375.45,19395.75,19372.95,19395.4
2023-11-07 13:55:00,19394.5,19402.95,19392.15,19393.8
2023-11-07 14:00:00,19393.85,19407.35,19392.1,19405.25
2023-11-07 14:05:00,19405.95,19410.1,19397.45,19397.75
2023-11-07 14:10:00,19397.85,19404.55,19393.7,19401.15
2023-11-07 14:15:00,19400.9,19405.5,19396.15,19400.55
2023-11-07 14:20:00,19399.55,19406.9,19389.8,19390.0
2023-11-07 14:25:00,19389.6,19393.95,19384.15,19388.45
2023-11-07 14:30:00,19388.45,19398.35,19387.15,19388.65
2023-11-07 14:35:00,19389.15,19393.45,19380.15,19381.3
2023-11-07 14:40:00,19381.9,19389.05,19379.15,19382.95
2023-11-07 14:45:00,19383.85,19392.4,19380.75,19390.7
2023-11-07 14:50:00,19391.05,19400.65,19389.05,19395.6
2023-11-07 14:55:00,19396.35,19403.3,19395.1,19399.05
2023-11-07 15:00:00,19400.05,19409.95,19398.15,19405.0
2023-11-07 15:05:00,19405.3,19411.3,19395.85,19397.85
2023-11-07 15:10:00,19398.75,19400.85,19393.75,19398.05
2023-11-07 15:15:00,19398.15,19411.85,19395.2,19411.5
2023-11-07 15:20:00,19411.3,19419.65,19410.25,19417.75
2023-11-07 15:25:00,19418.1,19422.55,19410.2,19417.2
2023-11-08 09:15:00,19449.6,19453.6,19410.65,19414.7
2023-11-08 09:20:00,19414.7,19425.6,19403.85,19421.65
2023-11-08 09:25:00,19422.7,19436.5,19418.8,19434.6
2023-11-08 09:30:00,19434.25,19440.4,19416.5,19417.6
2023-11-08 09:35:00,19419.6,19424.35,19412.3,19418.45
2023-11-08 09:40:00,19418.9,19428.55,19417.45,19425.35
2023-11-08 09:45:00,19425.95,19431.4,19419.35,19420.85
2023-11-08 09:50:00,19421.5,19430.05,19420.25,19429.55
2023-11-08 09:55:00,19428.3,19449.35,19428.3,19444.0
2023-11-08 10:00:00,19443.9,19451.45,19442.9,19450.05
2023-11-08 10:05:00,19450.3,19453.25,19429.6,19429.8
2023-11-08 10:10:00,19430.1,19437.2,19427.2,19427.2
